sr_no,admission_no,pen_no,name,roll_no,class,class_name,section,class_sec,father_name,mother_name,guardian_name,mobile,contact,contact_phone,address,gender,dob,category,house,transport_opted,uses_transport,bus_route,total_fee,paid_fee,balance_fee,fees_due,status
"SR-2024-2243","ADM-6243","PEN-RJ-2024-251932","Satyapal Meena","26","10th","10th","D","10th - D","Uttamchand Meena","Nirmala","Uttamchand Meena","9414910356","9414910356","9414910356","Nehru Nagar, Main Road, Barmer","Male","2010-01-14","OBC","Raman",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",54000,32500,21500,21500,"Active"
"SR-2024-2244","ADM-6244","PEN-RJ-2024-444366","Shaitan Verma","27","10th","10th","D","10th - D","Bhagwan Das Verma","Parvati Devi","Bhagwan Das Verma","9414322781","9414322781","9414322781","Kalyanpura, Barmer","Male","2010-11-03","General","Raman",false,false,"",42000,21000,21000,21000,"Active"
"SR-2024-2245","ADM-6245","PEN-RJ-2024-160886","Santosh Meghwal","28","10th","10th","D","10th - D","Loonkaran Meghwal","Shanti Devi","Loonkaran Meghwal","8769363245","8769363245","8769363245","Sadar Bazaar, Near Old Fort, Barmer","Female","2010-03-06","General","Raman",false,false,"",42000,0,42000,42000,"Active"
"SR-2024-2246","ADM-6246","PEN-RJ-2024-789642","Sushila Joshi","29","10th","10th","D","10th - D","Mangi Lal Joshi","Santosh","Mangi Lal Joshi","9414861510","9414861510","9414861510","Chohtan Circle, Highway Link, Barmer","Female","2010-04-16","General","Tagore",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",54000,54000,0,0,"Active"
"SR-2024-2247","ADM-6247","PEN-RJ-2024-570835","Preeti Rathore","30","10th","10th","D","10th - D","Mohan Lal Rathore","Sugan Kanwar","Mohan Lal Rathore","9460928384","9460928384","9460928384","Jasol Road, Balotra Highway, Barmer","Female","2010-01-17","General","Raman",false,false,"",42000,42000,0,0,"Active"
"SR-2024-2248","ADM-6248","PEN-RJ-2024-836997","Pawan Jangid","31","10th","10th","D","10th - D","Rikhabdas Jangid","Santosh","Rikhabdas Jangid","9784609619","9784609619","9784609619","Ramsar Road, Barmer","Male","2010-08-18","General","Raman",false,false,"",42000,0,42000,42000,"Active"
"SR-2024-2249","ADM-6249","PEN-RJ-2024-701007","Kabir Bhati","32","10th","10th","D","10th - D","Hanuman Ram Bhati","Mohan Kanwar","Hanuman Ram Bhati","8769604402","8769604402","8769604402","Baytu Link Road, Barmer","Male","2010-01-23","SC","Raman",false,false,"",42000,0,42000,42000,"Active"
"SR-2024-2250","ADM-6250","PEN-RJ-2024-664412","Sai Garg","33","10th","10th","D","10th - D","Prem Singh Garg","Nirmala","Prem Singh Garg","9414165003","9414165003","9414165003","Panch Batti Circle, Barmer","Male","2010-08-19","ST","Ashoka",false,false,"",42000,42000,0,0,"Active"
"SR-2024-2251","ADM-6251","PEN-RJ-2024-134314","Radha Rajput","34","10th","10th","D","10th - D","Jagdish Prasad Rajput","Geeta Devi","Jagdish Prasad Rajput","9829103071","9829103071","9829103071","Shastri Nagar, Sector 2, Barmer","Female","2010-06-24","OBC","Raman",false,false,"",42000,42000,0,0,"Active"
"SR-2024-2252","ADM-6252","PEN-RJ-2024-595113","Advik Lohar","35","10th","10th","D","10th - D","Hanuman Ram Lohar","Anand Kanwar","Hanuman Ram Lohar","9414630961","9414630961","9414630961","Sindhari Road, Near Bus Stand, Barmer","Male","2010-05-24","OBC","Ashoka",false,false,"",42000,25000,17000,17000,"Active"
"SR-2024-2253","ADM-6253","PEN-RJ-2024-547938","Sita Rajput","36","10th","10th","D","10th - D","Jabbar Singh Rajput","Nirmala","Jabbar Singh Rajput","8769748163","8769748163","8769748163","Baytu Link Road, Barmer","Female","2010-08-20","ST","Shivaji",true,true,"Route 6 (Uttarlai Road - Airforce Area)",54000,54000,0,0,"Active"
"SR-2024-2254","ADM-6254","PEN-RJ-2024-700749","Aarav Parihar","37","10th","10th","D","10th - D","Kailash Parihar","Sushila","Kailash Parihar","9460372250","9460372250","9460372250","Khatan Kocha, Inside City, Barmer","Male","2010-11-18","General","Raman",true,true,"Route 1 (Baldev Nagar - Ratan Singh Circle)",54000,21500,32500,32500,"Active"
"SR-2024-2255","ADM-6255","PEN-RJ-2024-732989","Kamlesh Soni","38","10th","10th","D","10th - D","Rajesh Soni","Prem Kanwar","Rajesh Soni","9460352826","9460352826","9460352826","Laxmi Nagar, Street 3, Barmer","Male","2010-05-16","ST","Shivaji",false,false,"",42000,21000,21000,21000,"Active"
"SR-2024-2256","ADM-6256","PEN-RJ-2024-458776","Sheetal Mittal","39","10th","10th","D","10th - D","Surendra Mittal","Laxmi Devi","Surendra Mittal","9414545302","9414545302","9414545302","Jasol Road, Balotra Highway, Barmer","Female","2010-07-07","General","Shivaji",false,false,"",42000,0,42000,42000,"Active"
"SR-2024-2257","ADM-6257","PEN-RJ-2024-264945","Vihaan Chauhan","40","10th","10th","D","10th - D","Loonkaran Chauhan","Rekha","Loonkaran Chauhan","8769660472","8769660472","8769660472","Opp. Collectorate, Mahaveer Nagar, Barmer","Male","2010-07-08","ST","Shivaji",true,true,"Route 2 (Indira Colony - Shastri Nagar)",54000,21500,32500,32500,"Active"
"SR-2024-2258","ADM-6258","PEN-RJ-2024-125737","Sushila Bansal","01","11th","11th","Science-Maths","11th - Science-Maths","Dinesh Bansal","Kanta Devi","Dinesh Bansal","9414632446","9414632446","9414632446","Shastri Nagar, Sector 2, Barmer","Female","2009-07-07","SC","Tagore",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2259","ADM-6259","PEN-RJ-2024-774901","Sapna Solanki","02","11th","11th","Science-Maths","11th - Science-Maths","Jagdish Prasad Solanki","Chandra Kanwar","Jagdish Prasad Solanki","8769823452","8769823452","8769823452","Opp. Collectorate, Mahaveer Nagar, Barmer","Female","2009-11-02","OBC","Raman",false,false,"",48000,36000,12000,12000,"Active"
"SR-2024-2260","ADM-6260","PEN-RJ-2024-857533","Jethmal Trivedi","03","11th","11th","Science-Maths","11th - Science-Maths","Narpat Singh Trivedi","Bhanwar Kanwar","Narpat Singh Trivedi","9414817973","9414817973","9414817973","Khatan Kocha, Inside City, Barmer","Male","2009-12-21","SC","Shivaji",true,true,"Route 8 (Rai Colony - Civil Lines)",60000,30000,30000,30000,"Active"
"SR-2024-2261","ADM-6261","PEN-RJ-2024-150854","Saraswati Verma","04","11th","11th","Science-Maths","11th - Science-Maths","Dinesh Verma","Sharda","Dinesh Verma","9828987871","9828987871","9828987871","Baytu Link Road, Barmer","Female","2009-03-01","OBC","Shivaji",true,true,"Route 7 (Sindhari Road - Kalyanpura)",60000,24000,36000,36000,"Active"
"SR-2024-2262","ADM-6262","PEN-RJ-2024-745731","Nirmala Mittal","05","11th","11th","Science-Maths","11th - Science-Maths","Dungar Ram Mittal","Sita Devi","Dungar Ram Mittal","9414817436","9414817436","9414817436","Tilak Nagar, Barmer","Female","2009-12-02","SC","Raman",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",60000,45000,15000,15000,"Active"
"SR-2024-2263","ADM-6263","PEN-RJ-2024-401127","Shaitan Goyal","06","11th","11th","Science-Maths","11th - Science-Maths","Jethmal Goyal","Anand Kanwar","Jethmal Goyal","9784875475","9784875475","9784875475","Jasol Road, Balotra Highway, Barmer","Male","2009-08-09","OBC","Tagore",false,false,"",48000,24000,24000,24000,"Active"
"SR-2024-2264","ADM-6264","PEN-RJ-2024-573980","Ashok Mathur","07","11th","11th","Science-Maths","11th - Science-Maths","Khimraj Mathur","Anand Kanwar","Khimraj Mathur","8769871970","8769871970","8769871970","Baytu Link Road, Barmer","Male","2009-04-15","SC","Ashoka",true,true,"Route 2 (Indira Colony - Shastri Nagar)",60000,0,60000,60000,"Active"
"SR-2024-2265","ADM-6265","PEN-RJ-2024-864576","Ravindra Mittal","08","11th","11th","Science-Maths","11th - Science-Maths","Roopa Ram Mittal","Laxmi Devi","Roopa Ram Mittal","8769572477","8769572477","8769572477","Uttarlai Road, Near KV School, Barmer","Male","2009-10-26","ST","Raman",false,false,"",48000,29000,19000,19000,"Active"
"SR-2024-2266","ADM-6266","PEN-RJ-2024-120424","Seema Gehlot","09","11th","11th","Science-Maths","11th - Science-Maths","Manak Chand Gehlot","Durga Devi","Manak Chand Gehlot","9828356975","9828356975","9828356975","Ramsar Road, Barmer","Female","2009-09-22","General","Raman",false,false,"",48000,36000,12000,12000,"Active"
"SR-2024-2267","ADM-6267","PEN-RJ-2024-848604","Mandeep Gaur","10","11th","11th","Science-Maths","11th - Science-Maths","Jabbar Singh Gaur","Laxmi Devi","Jabbar Singh Gaur","9828914911","9828914911","9828914911","Sindhari Road, Near Bus Stand, Barmer","Male","2009-07-06","SC","Shivaji",false,false,"",48000,36000,12000,12000,"Active"
"SR-2024-2268","ADM-6268","PEN-RJ-2024-778256","Jethmal Kumhar","11","11th","11th","Science-Maths","11th - Science-Maths","Suresh Kumhar","Sushila","Suresh Kumhar","9460678282","9460678282","9460678282","Sadar Bazaar, Near Old Fort, Barmer","Male","2009-01-10","General","Tagore",true,true,"Route 6 (Uttarlai Road - Airforce Area)",60000,60000,0,0,"Active"
"SR-2024-2269","ADM-6269","PEN-RJ-2024-970674","Ram Verma","12","11th","11th","Science-Maths","11th - Science-Maths","Vimalchand Verma","Urmila","Vimalchand Verma","9828132260","9828132260","9828132260","Plot 42, Civil Lines, Barmer","Male","2009-03-06","OBC","Tagore",false,false,"",48000,36000,12000,12000,"Active"
"SR-2024-2270","ADM-6270","PEN-RJ-2024-944102","Saraswati Soni","13","11th","11th","Science-Maths","11th - Science-Maths","Narpat Singh Soni","Sunita","Narpat Singh Soni","9460218941","9460218941","9460218941","Station Road, Near Soni Dharmshala, Barmer","Female","2009-07-24","General","Shivaji",false,false,"",48000,29000,19000,19000,"Active"
"SR-2024-2271","ADM-6271","PEN-RJ-2024-685958","Parvati Goyal","14","11th","11th","Science-Maths","11th - Science-Maths","Rikhabdas Goyal","Gulab Kanwar","Rikhabdas Goyal","9784334039","9784334039","9784334039","Chohtan Circle, Highway Link, Barmer","Female","2009-08-16","OBC","Ashoka",false,false,"",48000,36000,12000,12000,"Active"
"SR-2024-2272","ADM-6272","PEN-RJ-2024-577021","Sonam Jangid","15","11th","11th","Science-Maths","11th - Science-Maths","Kailash Jangid","Kanta Devi","Kailash Jangid","9828262926","9828262926","9828262926","Opp. Collectorate, Mahaveer Nagar, Barmer","Female","2009-03-25","ST","Tagore",false,false,"",48000,24000,24000,24000,"Active"
"SR-2024-2273","ADM-6273","PEN-RJ-2024-228599","Jagdish Charan","16","11th","11th","Science-Maths","11th - Science-Maths","Sohan Lal Charan","Gulab Kanwar","Sohan Lal Charan","8769717667","8769717667","8769717667","Sindhari Road, Near Bus Stand, Barmer","Male","2009-12-28","OBC","Raman",false,false,"",48000,29000,19000,19000,"Active"
"SR-2024-2274","ADM-6274","PEN-RJ-2024-744744","Sawai Dadhich","17","11th","11th","Science-Maths","11th - Science-Maths","Shaitan Singh Dadhich","Anand Kanwar","Shaitan Singh Dadhich","8769871386","8769871386","8769871386","Ramsar Road, Barmer","Male","2009-11-10","General","Ashoka",true,true,"Route 1 (Baldev Nagar - Ratan Singh Circle)",60000,45000,15000,15000,"Active"
"SR-2024-2275","ADM-6275","PEN-RJ-2024-190771","Omprakash Kumhar","18","11th","11th","Science-Maths","11th - Science-Maths","Hanuman Ram Kumhar","Prem Kanwar","Hanuman Ram Kumhar","9784826330","9784826330","9784826330","Nehru Nagar, Main Road, Barmer","Male","2009-09-21","ST","Raman",true,true,"Route 2 (Indira Colony - Shastri Nagar)",60000,60000,0,0,"Active"
"SR-2024-2276","ADM-6276","PEN-RJ-2024-824252","Mandeep Purohit","19","11th","11th","Science-Maths","11th - Science-Maths","Kailash Purohit","Sunita","Kailash Purohit","9828340338","9828340338","9828340338","Panch Batti Circle, Barmer","Male","2009-01-03","OBC","Raman",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",60000,60000,0,0,"Active"
"SR-2024-2277","ADM-6277","PEN-RJ-2024-467652","Jabbar Raika","20","11th","11th","Science-Maths","11th - Science-Maths","Dinesh Raika","Rekha","Dinesh Raika","8769859959","8769859959","8769859959","Kalyanpura, Barmer","Male","2009-01-02","SC","Tagore",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2278","ADM-6278","PEN-RJ-2024-164071","Prem Meena","21","11th","11th","Science-Maths","11th - Science-Maths","Gopal Meena","Geeta Devi","Gopal Meena","9414175564","9414175564","9414175564","Indira Colony, Lane 4, Barmer","Male","2009-11-03","ST","Tagore",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",60000,45000,15000,15000,"Active"
"SR-2024-2279","ADM-6279","PEN-RJ-2024-886226","Sahil Meena","22","11th","11th","Science-Maths","11th - Science-Maths","Bhanwar Singh Meena","Pooja","Bhanwar Singh Meena","8769970001","8769970001","8769970001","Laxmi Nagar, Street 3, Barmer","Male","2009-05-26","OBC","Tagore",false,false,"",48000,0,48000,48000,"Active"
"SR-2024-2280","ADM-6280","PEN-RJ-2024-274710","Bharat Mittal","23","11th","11th","Science-Maths","11th - Science-Maths","Ram Chandra Mittal","Santosh","Ram Chandra Mittal","8769437313","8769437313","8769437313","Ramsar Road, Barmer","Male","2009-10-11","General","Tagore",true,true,"Route 3 (Station Road - Sadar Bazaar)",60000,60000,0,0,"Active"
"SR-2024-2281","ADM-6281","PEN-RJ-2024-985379","Shreya Bishnoi","24","11th","11th","Science-Maths","11th - Science-Maths","Kalyan Singh Bishnoi","Chandra Kanwar","Kalyan Singh Bishnoi","8769297982","8769297982","8769297982","Rai Colony, Near Water Tank, Barmer","Female","2009-04-12","ST","Shivaji",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2282","ADM-6282","PEN-RJ-2024-154709","Deepika Charan","25","11th","11th","Science-Maths","11th - Science-Maths","Rajesh Charan","Kanta Devi","Rajesh Charan","9414974973","9414974973","9414974973","Plot 42, Civil Lines, Barmer","Female","2009-12-14","ST","Ashoka",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",60000,60000,0,0,"Active"
"SR-2024-2283","ADM-6283","PEN-RJ-2024-567976","Manish Bhati","26","11th","11th","Science-Maths","11th - Science-Maths","Mohan Lal Bhati","Kanta Devi","Mohan Lal Bhati","9828639260","9828639260","9828639260","Panch Batti Circle, Barmer","Male","2009-12-18","OBC","Raman",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2284","ADM-6284","PEN-RJ-2024-180514","Sawai Bansal","27","11th","11th","Science-Maths","11th - Science-Maths","Sawai Singh Bansal","Shanti Devi","Sawai Singh Bansal","9828779196","9828779196","9828779196","Rai Colony, Near Water Tank, Barmer","Male","2009-10-18","OBC","Tagore",false,false,"",48000,29000,19000,19000,"Active"
"SR-2024-2285","ADM-6285","PEN-RJ-2024-481568","Dhruv Jangid","28","11th","11th","Science-Maths","11th - Science-Maths","Vimalchand Jangid","Sita Devi","Vimalchand Jangid","9784806393","9784806393","9784806393","Rai Colony, Near Water Tank, Barmer","Male","2009-11-28","ST","Ashoka",false,false,"",48000,36000,12000,12000,"Active"
"SR-2024-2286","ADM-6286","PEN-RJ-2024-463291","Amar Suthar","29","11th","11th","Science-Maths","11th - Science-Maths","Jabbar Singh Suthar","Kamla Devi","Jabbar Singh Suthar","9784952730","9784952730","9784952730","Laxmi Nagar, Street 3, Barmer","Male","2009-10-05","ST","Tagore",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2287","ADM-6287","PEN-RJ-2024-340848","Gayatri Meghwal","30","11th","11th","Science-Maths","11th - Science-Maths","Khimraj Meghwal","Santosh","Khimraj Meghwal","9460830702","9460830702","9460830702","Sadar Bazaar, Near Old Fort, Barmer","Female","2009-06-03","ST","Shivaji",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",60000,60000,0,0,"Active"
"SR-2024-2288","ADM-6288","PEN-RJ-2024-220146","Ajay Trivedi","31","11th","11th","Science-Maths","11th - Science-Maths","Uttamchand Trivedi","Anand Kanwar","Uttamchand Trivedi","9829289626","9829289626","9829289626","Rai Colony, Near Water Tank, Barmer","Male","2009-09-15","General","Ashoka",true,true,"Route 3 (Station Road - Sadar Bazaar)",60000,60000,0,0,"Active"
"SR-2024-2289","ADM-6289","PEN-RJ-2024-400074","Aadhya Shekhawat","32","11th","11th","Science-Maths","11th - Science-Maths","Sumer Singh Shekhawat","Sita Devi","Sumer Singh Shekhawat","9414610191","9414610191","9414610191","Station Road, Near Soni Dharmshala, Barmer","Female","2009-03-06","General","Ashoka",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",60000,36000,24000,24000,"Active"
"SR-2024-2290","ADM-6290","PEN-RJ-2024-531606","Ajay Charan","33","11th","11th","Science-Maths","11th - Science-Maths","Kalyan Singh Charan","Manju","Kalyan Singh Charan","9828917147","9828917147","9828917147","Plot 42, Civil Lines, Barmer","Male","2009-08-23","SC","Raman",false,false,"",48000,0,48000,48000,"Active"
"SR-2024-2291","ADM-6291","PEN-RJ-2024-916797","Reyansh Goyal","34","11th","11th","Science-Maths","11th - Science-Maths","Uttamchand Goyal","Kamla Devi","Uttamchand Goyal","8769422760","8769422760","8769422760","Indira Colony, Lane 4, Barmer","Male","2009-03-07","ST","Shivaji",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2292","ADM-6292","PEN-RJ-2024-492488","Aman Bansal","35","11th","11th","Science-Maths","11th - Science-Maths","Uttamchand Bansal","Anita","Uttamchand Bansal","8769817488","8769817488","8769817488","Baldev Nagar, Near Ratan Singh Circle, Barmer","Male","2009-07-01","OBC","Tagore",true,true,"Route 7 (Sindhari Road - Kalyanpura)",60000,36000,24000,24000,"Active"
"SR-2024-2293","ADM-6293","PEN-RJ-2024-628056","Muhammad Rajput","36","11th","11th","Science-Maths","11th - Science-Maths","Narpat Singh Rajput","Gulab Kanwar","Narpat Singh Rajput","9784465678","9784465678","9784465678","Indira Colony, Lane 4, Barmer","Male","2009-01-06","General","Shivaji",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2294","ADM-6294","PEN-RJ-2024-633884","Lokendra Dadhich","37","11th","11th","Science-Maths","11th - Science-Maths","Mahendra Dadhich","Meenakshi","Mahendra Dadhich","8769849468","8769849468","8769849468","Nehru Nagar, Main Road, Barmer","Male","2009-03-23","ST","Ashoka",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2295","ADM-6295","PEN-RJ-2024-280042","Preeti Raika","38","11th","11th","Science-Maths","11th - Science-Maths","Bhawani Singh Raika","Rukmani Devi","Bhawani Singh Raika","9829645182","9829645182","9829645182","Sadar Bazaar, Near Old Fort, Barmer","Female","2009-01-20","OBC","Raman",false,false,"",48000,19000,29000,29000,"Active"
"SR-2024-2296","ADM-6296","PEN-RJ-2024-769803","Ritu Agarwal","39","11th","11th","Science-Maths","11th - Science-Maths","Jabbar Singh Agarwal","Chandra Kanwar","Jabbar Singh Agarwal","9828897859","9828897859","9828897859","Kalyanpura, Barmer","Female","2009-07-17","OBC","Shivaji",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2297","ADM-6297","PEN-RJ-2024-351436","Gopal Joshi","40","11th","11th","Science-Maths","11th - Science-Maths","Khimraj Joshi","Urmila","Khimraj Joshi","9414983653","9414983653","9414983653","Baytu Link Road, Barmer","Male","2009-05-17","OBC","Tagore",false,false,"",48000,36000,12000,12000,"Active"
"SR-2024-2298","ADM-6298","PEN-RJ-2024-676755","Manish Jain","41","11th","11th","Science-Maths","11th - Science-Maths","Shaitan Singh Jain","Mohan Kanwar","Shaitan Singh Jain","8769209684","8769209684","8769209684","Plot 42, Civil Lines, Barmer","Male","2009-02-11","OBC","Tagore",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2299","ADM-6299","PEN-RJ-2024-576723","Rakesh Sharma","42","11th","11th","Science-Maths","11th - Science-Maths","Teja Ram Sharma","Chandra Kanwar","Teja Ram Sharma","9784554446","9784554446","9784554446","Station Road, Near Soni Dharmshala, Barmer","Male","2009-08-22","OBC","Tagore",false,false,"",48000,36000,12000,12000,"Active"
"SR-2024-2300","ADM-6300","PEN-RJ-2024-331891","Tarun Trivedi","01","11th","11th","Science-Bio","11th - Science-Bio","Vimalchand Trivedi","Manju","Vimalchand Trivedi","9828127944","9828127944","9828127944","Opp. Collectorate, Mahaveer Nagar, Barmer","Male","2009-10-26","ST","Ashoka",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2301","ADM-6301","PEN-RJ-2024-281185","Asha Trivedi","02","11th","11th","Science-Bio","11th - Science-Bio","Sohan Lal Trivedi","Bhanwar Kanwar","Sohan Lal Trivedi","9829719395","9829719395","9829719395","Plot 42, Civil Lines, Barmer","Female","2009-06-01","OBC","Ashoka",false,false,"",48000,0,48000,48000,"Active"
"SR-2024-2302","ADM-6302","PEN-RJ-2024-530867","Vijay Rajput","03","11th","11th","Science-Bio","11th - Science-Bio","Hanuman Ram Rajput","Sita Devi","Hanuman Ram Rajput","9829894885","9829894885","9829894885","Opp. Collectorate, Mahaveer Nagar, Barmer","Male","2009-05-20","ST","Raman",true,true,"Route 3 (Station Road - Sadar Bazaar)",60000,60000,0,0,"Active"
"SR-2024-2303","ADM-6303","PEN-RJ-2024-802107","Sushila Singhal","04","11th","11th","Science-Bio","11th - Science-Bio","Mahendra Singhal","Sugan Kanwar","Mahendra Singhal","9414351133","9414351133","9414351133","Khatan Kocha, Inside City, Barmer","Female","2009-01-05","ST","Shivaji",false,false,"",48000,36000,12000,12000,"Active"
"SR-2024-2304","ADM-6304","PEN-RJ-2024-249107","Reyansh Parihar","05","11th","11th","Science-Bio","11th - Science-Bio","Bhawani Singh Parihar","Sugan Kanwar","Bhawani Singh Parihar","9829650377","9829650377","9829650377","Laxmi Nagar, Street 3, Barmer","Male","2009-12-25","OBC","Tagore",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2305","ADM-6305","PEN-RJ-2024-214789","Mahipal Lohar","06","11th","11th","Science-Bio","11th - Science-Bio","Rikhabdas Lohar","Shanti Devi","Rikhabdas Lohar","8769945518","8769945518","8769945518","Station Road, Near Soni Dharmshala, Barmer","Male","2009-08-22","ST","Ashoka",false,false,"",48000,0,48000,48000,"Active"
"SR-2024-2306","ADM-6306","PEN-RJ-2024-571568","Aarav Soni","07","11th","11th","Science-Bio","11th - Science-Bio","Uttamchand Soni","Rekha","Uttamchand Soni","8769209319","8769209319","8769209319","Panch Batti Circle, Barmer","Male","2009-10-10","General","Ashoka",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2307","ADM-6307","PEN-RJ-2024-303283","Digvijay Meghwal","08","11th","11th","Science-Bio","11th - Science-Bio","Rikhabdas Meghwal","Sushila","Rikhabdas Meghwal","9784738838","9784738838","9784738838","Rai Colony, Near Water Tank, Barmer","Male","2009-11-26","SC","Shivaji",true,true,"Route 7 (Sindhari Road - Kalyanpura)",60000,30000,30000,30000,"Active"
"SR-2024-2308","ADM-6308","PEN-RJ-2024-830635","Sneha Meghwal","09","11th","11th","Science-Bio","11th - Science-Bio","Mohan Lal Meghwal","Mohan Kanwar","Mohan Lal Meghwal","9829130541","9829130541","9829130541","Kalyanpura, Barmer","Female","2009-03-28","SC","Ashoka",true,true,"Route 1 (Baldev Nagar - Ratan Singh Circle)",60000,60000,0,0,"Active"
"SR-2024-2309","ADM-6309","PEN-RJ-2024-457929","Bhavna Parihar","10","11th","11th","Science-Bio","11th - Science-Bio","Bhanwar Singh Parihar","Mohan Kanwar","Bhanwar Singh Parihar","8769257751","8769257751","8769257751","Kalyanpura, Barmer","Female","2009-06-02","OBC","Raman",false,false,"",48000,24000,24000,24000,"Active"
"SR-2024-2310","ADM-6310","PEN-RJ-2024-103922","Devendra Purohit","11","11th","11th","Science-Bio","11th - Science-Bio","Kalyan Singh Purohit","Pushpa Devi","Kalyan Singh Purohit","9829812236","9829812236","9829812236","Tilak Nagar, Barmer","Male","2009-07-27","OBC","Tagore",false,false,"",48000,0,48000,48000,"Active"
"SR-2024-2311","ADM-6311","PEN-RJ-2024-579302","Pooja Verma","12","11th","11th","Science-Bio","11th - Science-Bio","Jagdish Prasad Verma","Bhanwar Kanwar","Jagdish Prasad Verma","8769920343","8769920343","8769920343","Uttarlai Road, Near KV School, Barmer","Female","2009-08-12","General","Shivaji",false,false,"",48000,0,48000,48000,"Active"
"SR-2024-2312","ADM-6312","PEN-RJ-2024-397134","Rashmi Rajput","13","11th","11th","Science-Bio","11th - Science-Bio","Rajesh Rajput","Mohan Kanwar","Rajesh Rajput","9460952199","9460952199","9460952199","Khatan Kocha, Inside City, Barmer","Female","2009-10-28","ST","Raman",false,false,"",48000,29000,19000,19000,"Active"
"SR-2024-2313","ADM-6313","PEN-RJ-2024-137600","Aayush Rathore","14","11th","11th","Science-Bio","11th - Science-Bio","Narpat Singh Rathore","Geeta Devi","Narpat Singh Rathore","9460302007","9460302007","9460302007","Baldev Nagar, Near Ratan Singh Circle, Barmer","Male","2009-02-25","SC","Raman",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2314","ADM-6314","PEN-RJ-2024-620889","Diya Dave","15","11th","11th","Science-Bio","11th - Science-Bio","Ramesh Chand Dave","Sunita","Ramesh Chand Dave","8769483243","8769483243","8769483243","Station Road, Near Soni Dharmshala, Barmer","Female","2009-05-19","ST","Shivaji",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2315","ADM-6315","PEN-RJ-2024-157890","Bharti Sharma","16","11th","11th","Science-Bio","11th - Science-Bio","Manak Chand Sharma","Rukmani Devi","Manak Chand Sharma","9829558985","9829558985","9829558985","Shastri Nagar, Sector 2, Barmer","Female","2009-05-26","SC","Ashoka",false,false,"",48000,0,48000,48000,"Active"
"SR-2024-2316","ADM-6316","PEN-RJ-2024-125536","Pabu Rajput","17","11th","11th","Science-Bio","11th - Science-Bio","Dungar Ram Rajput","Sushila","Dungar Ram Rajput","9828947326","9828947326","9828947326","Baldev Nagar, Near Ratan Singh Circle, Barmer","Male","2009-01-12","ST","Raman",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",60000,0,60000,60000,"Active"
"SR-2024-2317","ADM-6317","PEN-RJ-2024-347330","Priya Jangid","18","11th","11th","Science-Bio","11th - Science-Bio","Jabbar Singh Jangid","Rukmani Devi","Jabbar Singh Jangid","9784463869","9784463869","9784463869","Tilak Nagar, Barmer","Female","2009-08-25","OBC","Shivaji",true,true,"Route 3 (Station Road - Sadar Bazaar)",60000,24000,36000,36000,"Active"
"SR-2024-2318","ADM-6318","PEN-RJ-2024-445505","Varsha Goyal","19","11th","11th","Science-Bio","11th - Science-Bio","Rikhabdas Goyal","Rekha","Rikhabdas Goyal","9414242312","9414242312","9414242312","Khatan Kocha, Inside City, Barmer","Female","2009-03-18","ST","Tagore",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2319","ADM-6319","PEN-RJ-2024-510767","Omprakash Shekhawat","20","11th","11th","Science-Bio","11th - Science-Bio","Manak Chand Shekhawat","Urmila","Manak Chand Shekhawat","9828277627","9828277627","9828277627","Chohtan Circle, Highway Link, Barmer","Male","2009-10-23","ST","Shivaji",true,true,"Route 7 (Sindhari Road - Kalyanpura)",60000,0,60000,60000,"Active"
"SR-2024-2320","ADM-6320","PEN-RJ-2024-707796","Saraswati Rathore","21","11th","11th","Science-Bio","11th - Science-Bio","Prem Singh Rathore","Prem Kanwar","Prem Singh Rathore","9414878411","9414878411","9414878411","Station Road, Near Soni Dharmshala, Barmer","Female","2009-02-05","OBC","Ashoka",false,false,"",48000,0,48000,48000,"Active"
